,ICHMOKU_alert_1,ICHMOKU_alert_2,ICHMOKU_signal_1,ICHMOKU_signal_1_1,ICHMOKU_signal_2,ICHMOKU_signal_2_1,MACD,MACD_alert,MACD_signal,MACD_signal_1,MACDhist,MACDsignal,SAR,SAR_alert,SAR_signal,SAR_signal_1,base_line_fast,base_line_slow,close,conversion_line_fast,conversion_line_slow,exchange,high,lagging_span,lead_span_A,lead_span_B,low,open,scrip,scrip_name,volume
2021-06-02,,,,,,,18.97067729286755,,BUY,BUY,7.47192493860997,11.49875235425758,1438.1677334930932,,BUY,BUY,1494.725,1485.0,1504.0,1494.725,1485.0,NSE,1510.2,,1407.825,1231.65,1493.0,1510.0,HDFCBANK,HDFC Bank Limited,5311481
2021-06-02,,,,,,,45.057559166628835,,BUY,BUY,27.569668300464617,17.487890866164218,1938.0938720000001,,BUY,BUY,2085.875,2084.75,2201.25,2085.875,2084.75,NSE,2209.5,,1968.45,2002.4,2157.0,2157.0,RELIANCE,Reliance Industries Limited,11364616
2021-06-02,,,,,,,7.794339322912947,,BUY,BUY,7.612332264812373,0.18200705810057372,3057.755487821376,,BUY,BUY,3166.375,3136.425,3129.45,3166.375,3136.425,NSE,3159.45,,3213.7,2464.5,3115.0,3150.85,TCS,Tata Consultancy Services Limited,2239824
2021-06-01,,,,,,,8.37317472861514,,BUY,BUY,10.09425073671766,-1.7210760081025196,3047.5430721504,,BUY,BUY,3160.775,3134.925,3153.0,3160.775,3134.925,NSE,3169.95,,3213.7,2464.5,3132.0,3168.6,TCS,Tata Consultancy Services Limited,1377275
2021-06-01,,,,,,,18.57641684599298,,BUY,BUY,8.945645726387895,9.630771119605086,1430.4431885794493,,BUY,BUY,1494.725,1477.75,1511.7,1494.725,1477.75,NSE,1527.0,,1419.0,1229.1750000000002,1507.25,1520.3,HDFCBANK,HDFC Bank Limited,5513683
2021-06-01,,,,,,,34.69549665576028,,BUY,BUY,24.100022864712216,10.595473791048065,1921.2488,,BUY,BUY,2082.125,2081.0,2168.9,2082.125,2081.0,NSE,2202.0,,1973.575,2002.4,2146.5,2166.0,RELIANCE,Reliance Industries Limited,12926412
2021-05-31,,,,,,,17.01899472149489,,BUY,BUY,9.62463503348678,7.394359688008112,1424.6980729568609,,BUY,BUY,1490.975,1474.475,1515.85,1490.975,1474.475,NSE,1519.5,,1426.2,1219.2,1487.5,1500.0,HDFCBANK,HDFC Bank Limited,7829623
2021-05-31,,,,,,,24.25889328144035,,BUY,BUY,19.68842520657034,4.570468074870011,1909.98,,BUY,BUY,2075.85,2075.85,2160.3,2075.85,2075.85,NSE,2191.7,,1973.575,1998.15,2085.05,2102.0,RELIANCE,Reliance Industries Limited,27276663
2021-05-31,,,,,,,6.592369377658542,,BUY,BUY,10.837008069940477,-4.244638692281935,3036.67880016,,BUY,BUY,3149.925,3134.925,3159.15,3149.925,3134.925,NSE,3170.35,,3213.7,2464.5,3128.6,3150.0,TCS,Tata Consultancy Services Limited,1651930
2021-05-28,,,,BUY,,,11.460771981396192,,BUY,BUY,11.812410208168767,-0.3516382267725757,1906.0,TRUE,BUY,SELL,2032.5,2032.5,2094.45,2032.5,2032.5,NSE,2105.0,,1975.075,1981.175,1990.0,1990.0,RELIANCE,Reliance Industries Limited,26051179
2021-05-28,,,,,,,3.597343356944748,,BUY,BUY,10.551234066711803,-6.953890709767054,3025.121064,,BUY,BUY,3144.875,3134.925,3146.35,3144.875,3134.925,NSE,3198.0,,3213.7,2464.5,3135.65,3189.5,TCS,Tata Consultancy Services Limited,1762374
2021-05-28,,,,,,,14.361063286641183,,BUY,BUY,9.372862357004767,4.988200929636417,1418.5862478264478,,BUY,BUY,1491.45,1474.475,1507.75,1491.45,1474.475,NSE,1513.0,,1450.5,1219.2,1478.75,1490.9,HDFCBANK,HDFC Bank Limited,8873262
2021-05-27,,,,,,,11.584415334713185,,BUY,BUY,8.93942999432796,2.6449853403852255,1412.0843061983487,,BUY,BUY,1481.725,1450.875,1482.65,1481.725,1450.875,NSE,1489.0,,1457.775,1219.2,1462.45,1473.1,HDFCBANK,HDFC Bank Limited,10217555
2021-05-27,,,,,,,1.0255487871322657,,BUY,BUY,10.61724801357727,-9.591699226445005,3012.8256,,BUY,BUY,3136.425,3126.875,3180.0,3136.425,3126.875,NSE,3217.75,,3207.625,2464.5,3161.8,3161.95,TCS,Tata Consultancy Services Limited,5957588
2021-05-27,TRUE,,BUY,,,,1.663740475065424,,BUY,BUY,4.968481253880192,-3.304740778814768,2005.648,,SELL,SELL,1984.9,1973.4250000000002,1976.1,1984.9,1973.4250000000002,NSE,1993.0,,1975.075,1968.65,1962.25,1970.3,RELIANCE,Reliance Industries Limited,12372808
2021-05-26,,,,,,,-5.698095173422644,,BUY,BUY,6.547916056416678,-12.246011229839322,3006.485,,BUY,BUY,3108.55,3100.5,3158.5,3108.55,3100.5,NSE,3165.0,,3198.7,2464.5,3103.8,3120.0,TCS,Tata Consultancy Services Limited,1923488
2021-05-26,,,,,,,10.427538634838356,,BUY,BUY,10.01741079303512,0.4101278418032357,1405.1673470195199,,BUY,BUY,1474.475,1450.875,1477.05,1474.475,1450.875,NSE,1487.0,,1488.8249999999998,1219.2,1470.0,1480.0,HDFCBANK,HDFC Bank Limited,6140182
2021-05-26,,,,,,,1.185147672802259,,BUY,BUY,5.732008765087075,-4.546861092284816,2009.8,,SELL,SELL,1985.45,1961.225,1970.05,1985.45,1961.225,NSE,1979.5,,2006.0,1968.65,1965.3,1975.0,RELIANCE,Reliance Industries Limited,3446909
2021-05-25,,,,,,,-12.007937535099245,TRUE,BUY,SELL,1.8750527088442475,-13.882990243943492,3004.0,TRUE,BUY,SELL,3090.175,3082.125,3114.0,3090.175,3082.125,NSE,3128.25,,3189.025,2464.5,3082.1,3092.0,TCS,Tata Consultancy Services Limited,1841470
2021-05-25,,,,,,,9.369451812309535,,BUY,BUY,11.463676668765078,-2.0942248564555443,1397.8088798079998,,BUY,BUY,1474.475,1450.875,1478.95,1474.475,1450.875,NSE,1513.75,,1492.05,1219.2,1470.5,1510.5,HDFCBANK,HDFC Bank Limited,9617274
2021-05-25,,,,,,,1.173050711763608,,BUY,BUY,7.152913995320193,-5.979863283556585,2009.8,,SELL,SELL,1988.225,1961.225,1963.15,1988.225,1961.225,NSE,1997.0,,2008.05,1968.65,1960.0,1996.4,RELIANCE,Reliance Industries Limited,6817430
2021-05-24,,,,,,,-15.356020876219645,,SELL,SELL,-1.0042674550650919,-14.351753421154553,3123.0769864879007,,SELL,SELL,3088.05,3082.05,3081.5,3088.05,3082.05,NSE,3105.0,,3160.3,2464.5,3072.0,3081.5,TCS,Tata Consultancy Services Limited,1651799
2021-05-24,,,,BUY,,,7.689210787011916,,BUY,BUY,12.649354810658732,-4.960144023646815,1389.9807231999998,,BUY,BUY,1474.475,1450.875,1509.95,1474.475,1450.875,NSE,1520.45,,1492.05,1209.5,1498.5,1503.25,HDFCBANK,HDFC Bank Limited,11066973
2021-05-24,,,,,,,1.8430934893212907,,BUY,BUY,9.611185271707924,-7.768091782386634,2012.0320000000002,,SELL,SELL,1994.225,1961.225,1985.65,1994.225,1961.225,NSE,2009.8,,2020.925,1968.65,1982.0,2008.0,RELIANCE,Reliance Industries Limited,3941877
2021-05-21,TRUE,,BUY,,,,2.276405539638972,,BUY,BUY,10.39888826595047,-8.122482726311498,1385.3174199999999,,BUY,BUY,1441.6,1441.6,1497.3,1441.6,1441.6,NSE,1501.9,,1496.775,1198.825,1443.0,1443.0,HDFCBANK,HDFC Bank Limited,9664167
2021-05-21,,,,,,,0.38059400192287285,,BUY,BUY,10.551482102236488,-10.170888100313615,2016.45,,SELL,SELL,1973.4250000000002,1961.225,2002.55,1973.4250000000002,1961.225,NSE,2009.6,,2035.8999999999999,1968.65,1986.0,1992.0,RELIANCE,Reliance Industries Limited,4976115
2021-05-21,,,,,,,-16.09694149159577,,SELL,SELL,-1.9962549342074905,-14.100686557388281,3130.6776451998944,,SELL,SELL,3080.0,3100.1,3080.5,3080.0,3100.1,NSE,3088.2,,3159.025,2464.5,3055.1,3061.0,TCS,Tata Consultancy Services Limited,1685145
2021-05-20,,,,,,,-3.212350347475194,,BUY,BUY,9.596408278397544,-12.808758625872738,2016.45,,SELL,SELL,1961.225,1961.225,1985.4,1961.225,1961.225,NSE,2010.9,,2035.8999999999999,1968.65,1981.0,1997.9,RELIANCE,Reliance Industries Limited,5270782
2021-05-20,,,,,,,-3.3774136021297636,,BUY,BUY,7.344791190669351,-10.722204792799115,1383.329,,BUY,BUY,1432.025,1432.025,1432.8,1432.025,1432.025,NSE,1465.9,,1496.775,1196.5,1428.5,1458.35,HDFCBANK,HDFC Bank Limited,5340892
2021-05-20,,,,,,,-16.706670109888364,,SELL,SELL,-3.1050472860519562,-13.601622823836408,3138.763452340313,,SELL,SELL,3080.0,3100.1,3060.0,3080.0,3100.1,NSE,3088.8,,3140.825,2464.5,3052.1,3067.1,TCS,Tata Consultancy Services Limited,2328680
2021-05-19,,,,,,,-6.005346948380293,,BUY,BUY,9.202513747091832,-15.207860695472124,2016.8137837437073,,SELL,SELL,1961.225,1961.225,1997.05,1961.225,1961.225,NSE,2016.45,,2041.6999999999998,1964.675,1972.0,1980.0,RELIANCE,Reliance Industries Limited,7523750
2021-05-19,,,,,,,-3.977344017956284,,BUY,BUY,8.58105857251017,-12.558402590466454,1381.3,,BUY,BUY,1432.025,1432.025,1458.2,1432.025,1432.025,NSE,1478.85,,1506.4,1196.5,1452.55,1470.2,HDFCBANK,HDFC Bank Limited,5065013
2021-05-19,,,,,,,-15.154626708365868,,SELL,SELL,-2.329265706042449,-12.825361002323419,3147.3653748301203,,SELL,SELL,3080.0,3100.1,3082.0,3080.0,3100.1,NSE,3118.0,,3110.0,2464.5,3067.1,3084.0,TCS,Tata Consultancy Services Limited,1985192
2021-05-18,,,,,,,-10.66905756337701,,BUY,BUY,6.839431568868072,-17.50848913224508,2021.4310247330284,,SELL,SELL,1954.3,1954.3,1987.95,1954.3,1954.3,NSE,2002.6,,2041.6999999999998,1954.675,1972.5,1981.0,RELIANCE,Reliance Industries Limited,5566402
2021-05-18,,,,,,,-15.193224014664338,,SELL,SELL,-2.9501794388515314,-12.243044575812807,3156.516356202256,,SELL,SELL,3082.05,3100.1,3088.8,3082.05,3100.1,NSE,3124.0,,3096.025,2464.5,3078.0,3100.0,TCS,Tata Consultancy Services Limited,2098224
2021-05-18,,,,,,,-7.2714029266226134,,BUY,BUY,7.432264306971382,-14.703667233593995,1381.3,TRUE,BUY,SELL,1432.025,1432.025,1476.7,1432.025,1432.025,NSE,1482.75,,1506.4,1196.5,1455.0,1458.95,HDFCBANK,HDFC Bank Limited,11079102
2021-05-17,,,,,,,-15.53991645650558,,BUY,BUY,3.6784305679565215,-19.2183470244621,2026.2406507635712,,SELL,SELL,1934.725,1936.9,1960.35,1934.725,1936.9,NSE,1963.45,,2041.6999999999998,1953.85,1930.4,1937.3,RELIANCE,Reliance Industries Limited,5476053
2021-05-17,,,,,,,-13.253690436569741,,BUY,BUY,3.3080428737671,-16.56173331033684,1490.0955072,,SELL,SELL,1411.9499999999998,1411.9499999999998,1440.25,1411.9499999999998,1411.9499999999998,NSE,1442.6,,1506.4,1194.4,1381.3,1395.15,HDFCBANK,HDFC Bank Limited,7555582
2021-05-17,,,,,,,-15.713859499944647,,SELL,SELL,-4.208359783844724,-11.505499716099923,3166.2514427683573,,SELL,SELL,3100.1,3099.6,3069.75,3100.1,3099.6,NSE,3075.2,,3087.75,2464.5,3036.0,3055.0,TCS,Tata Consultancy Services Limited,2889499
2021-05-14,,,,,,,-18.72068665891311,,BUY,BUY,1.417268007538123,-20.137954666451233,2031.2506778787201,,SELL,SELL,1930.825,1942.5,1937.3,1930.825,1942.5,NSE,1942.0,,2049.85,1920.675,1906.0,1928.05,RELIANCE,Reliance Industries Limited,6131957
2021-05-14,,,,,,,-16.98521099746131,,BUY,BUY,0.40353303131730556,-17.388744028778614,1496.97288,,SELL,SELL,1406.175,1403.65,1386.85,1406.175,1403.65,NSE,1398.9,,1495.325,1184.9,1382.35,1394.35,HDFCBANK,HDFC Bank Limited,5300404
2021-05-14,,,,BUY,,,-14.210178108430227,,SELL,SELL,-3.7567683382914865,-10.453409770138741,3176.607917838678,,SELL,SELL,3102.1,3084.1,3051.5,3102.1,3084.1,NSE,3098.5,,3078.025,2443.825,3040.0,3098.5,TCS,Tata Consultancy Services Limited,2043646
2021-05-12,,,,,,,-16.063839626126992,,BUY,BUY,1.4257876604809496,-17.48962728660794,1501.478,,SELL,SELL,1409.425,1415.55,1399.5,1409.425,1415.55,NSE,1408.6,,1499.325,1182.4,1388.85,1399.75,HDFCBANK,HDFC Bank Limited,6885906
2021-05-12,TRUE,,BUY,,,,-10.226058541684324,TRUE,SELL,BUY,-0.7118408561184548,-9.51421768556587,3187.625444509232,,SELL,SELL,3117.3999999999996,3084.1,3087.6,3117.3999999999996,3084.1,NSE,3120.0,,3078.025,2443.825,3070.6,3120.0,TCS,Tata Consultancy Services Limited,1977345
2021-05-12,,,,,,,-20.161296093129295,,BUY,BUY,0.3309755752064696,-20.492271668335764,2033.794569264,,SELL,SELL,1931.125,1971.3,1913.15,1931.125,1971.3,NSE,1932.9,,2065.85,1920.675,1907.0,1930.1,RELIANCE,Reliance Industries Limited,6077675
2021-05-11,,,,,,,-15.942178863062281,,BUY,BUY,1.9038953386658974,-17.84607420172818,1503.65,TRUE,SELL,BUY,1405.85,1440.475,1403.55,1405.85,1440.475,NSE,1424.2,,1530.2,1162.3,1395.05,1396.0,HDFCBANK,HDFC Bank Limited,7257682
2021-05-11,,,,,,,-8.667766897703586,TRUE,BUY,SELL,0.6684905738326687,-9.336257471536255,3199.3462175630125,,SELL,SELL,3108.3,3084.1,3122.6,3108.3,3084.1,NSE,3128.1,,3078.025,2443.825,3091.15,3125.0,TCS,Tata Consultancy Services Limited,2415443
2021-05-11,,,,,,,-19.24787328235584,,BUY,BUY,1.3271422797815404,-20.57501556213738,2036.3903768,,SELL,SELL,1931.125,1975.55,1933.15,1931.125,1975.55,NSE,1938.55,,2094.6,1911.675,1910.0,1915.0,RELIANCE,Reliance Industries Limited,6219050
2021-05-10,,,,,,,-15.967372887469537,,BUY,BUY,2.3546751489251143,-18.32204803639465,1389.017,,BUY,BUY,1405.85,1440.475,1419.85,1405.85,1440.475,NSE,1430.0,,1530.2,1133.375,1412.8,1427.0,HDFCBANK,HDFC Bank Limited,5529155
2021-05-10,,,,,,,-10.116379862692611,,SELL,SELL,-0.6129997476981881,-9.503380114994423,3211.8151250670344,,SELL,SELL,3099.6,3084.1,3145.5,3099.6,3084.1,NSE,3164.2,,3078.025,2443.825,3125.0,3145.95,TCS,Tata Consultancy Services Limited,2136730
2021-05-10,,,,,,,-19.838408192498264,,BUY,BUY,1.068392939584502,-20.906801132082766,2039.03916,,SELL,SELL,1937.1999999999998,1975.55,1926.2,1937.1999999999998,1975.55,NSE,1946.8,,2098.95,1909.525,1920.95,1939.0,RELIANCE,Reliance Industries Limited,6429873
2021-05-07,,,,,,,-14.149825794548633,,SELL,SELL,-4.799695616478758,-9.350130178069875,3225.079920284079,,SELL,SELL,3081.925,3081.925,3132.9,3081.925,3081.925,NSE,3159.85,,3071.025,2443.825,3111.8,3133.0,TCS,Tata Consultancy Services Limited,1911881
2021-05-07,,,,,,,-19.5959504495529,,BUY,BUY,1.5779489174259886,-21.17389936697889,2041.742,,SELL,SELL,1942.8,1975.55,1931.75,1942.8,1975.55,NSE,1955.65,,2098.95,1909.525,1926.0,1937.75,RELIANCE,Reliance Industries Limited,5665190
2021-05-07,,,,,,,-17.426913291167693,,BUY,BUY,1.4838035324582357,-18.91071682362593,1381.7,,BUY,BUY,1401.125,1440.475,1414.75,1401.125,1440.475,NSE,1424.95,,1530.2,1108.125,1410.25,1412.95,HDFCBANK,HDFC Bank Limited,6023122
2021-05-06,,,,BUY,,,-17.809244772378406,,SELL,SELL,-9.65903849842822,-8.150206273950186,3239.191404557531,,SELL,SELL,3069.0,3080.675,3111.45,3069.0,3080.675,NSE,3134.0,3328.5,3071.025,2441.5,3074.0,3105.5,TCS,Tata Consultancy Services Limited,1791393
2021-05-06,,,,,,,-18.517062485834913,,BUY,BUY,0.764605220905576,-19.28166770674049,1381.7,,BUY,BUY,1415.55,1440.475,1400.9,1415.55,1440.475,NSE,1410.8,1462.25,1537.025,1090.15,1395.0,1407.6,HDFCBANK,HDFC Bank Limited,5737149
2021-05-06,,,,,,,-19.56654510565454,,BUY,BUY,2.001841490680846,-21.568386596335387,2044.5,TRUE,SELL,BUY,1971.3,1975.55,1931.0,1971.3,1975.55,NSE,1935.0,2214.15,2107.35,1909.525,1906.6,1921.85,RELIANCE,Reliance Industries Limited,6748244
2021-05-05,,,,,,,-18.2289683672343,,BUY,BUY,1.2438506447325821,-19.472819011966884,1377.3,,BUY,BUY,1440.475,1440.475,1402.6,1440.475,1440.475,NSE,1409.6,1484.6,1540.575,1070.0,1381.7,1401.0,HDFCBANK,HDFC Bank Limited,7209318
2021-05-05,,,,,,,-19.168045265178307,,BUY,BUY,2.900801703827291,-22.068846969005598,1904.2100312985604,,BUY,BUY,1976.275,1969.925,1920.1,1976.275,1969.925,NSE,1938.5,2211.6,2116.45,1908.1,1908.05,1923.35,RELIANCE,Reliance Industries Limited,5716217
2021-05-05,TRUE,,BUY,,,,-20.036950525573957,,SELL,SELL,-14.301503876230825,-5.735446649343131,3254.2036218697135,,SELL,SELL,3080.675,3080.675,3095.7,3080.675,3080.675,NSE,3099.4,3274.35,3071.025,2423.95,3052.4,3070.0,TCS,Tata Consultancy Services Limited,1938546
2021-05-04,,,,,,,-17.76919778869683,,BUY,BUY,2.0145838844531987,-19.783781673150028,1377.3,,BUY,BUY,1440.475,1437.35,1388.35,1440.475,1437.35,NSE,1423.0,1490.25,1545.1,1064.4,1383.3,1409.95,HDFCBANK,HDFC Bank Limited,10741409
2021-05-04,,,,,,,-17.27078844674952,,BUY,BUY,5.523258948212899,-22.79404739496242,1898.3646159360003,,BUY,BUY,1977.75,1960.6,1916.6,1977.75,1960.6,NSE,1967.8,2250.0,2133.5,1908.1,1911.0,1950.0,RELIANCE,Reliance Industries Limited,10076697
2021-05-04,,,,,,,-20.98523022473546,,SELL,SELL,-18.825159544450035,-2.1600706802854246,3270.174065818844,,SELL,SELL,3080.675,3080.675,3049.75,3080.675,3080.675,NSE,3090.0,3262.75,3073.55,2423.95,3035.0,3062.8,TCS,Tata Consultancy Services Limited,1990581
2021-05-03,,,,BUY,,,-17.21179478294198,,SELL,SELL,-19.758013988769065,2.546219205827085,3287.163899807281,,SELL,SELL,3080.675,3114.675,3037.0,3080.675,3114.675,NSE,3055.0,3261.0,3066.55,2418.975,3004.0,3024.9,TCS,Tata Consultancy Services Limited,1545455
2021-05-03,,,,,,,-15.472993191527848,,BUY,BUY,4.81443445273548,-20.287427644263328,1376.49889968,,BUY,BUY,1440.475,1437.35,1414.45,1440.475,1437.35,NSE,1421.9,1491.3,1555.0,1057.5,1377.3,1393.0,HDFCBANK,HDFC Bank Limited,11235615
2021-05-03,,,,,,,-14.241623730184301,,BUY,BUY,9.933238401831343,-24.174862132015644,1892.2756416000002,,BUY,BUY,1991.375,1960.6,1959.05,1991.375,1960.6,NSE,1979.0,2244.0,2156.2,1908.1,1943.1,1966.0,RELIANCE,Reliance Industries Limited,10907624
2021-04-30,TRUE,,BUY,,,,-10.846983804028241,,SELL,SELL,-18.332706507047593,7.485722703019351,3298.2957289659175,,SELL,SELL,3088.675,3122.675,3035.65,3088.675,3122.675,NSE,3132.05,3276.35,3032.5,2401.2,3020.0,3099.0,TCS,Tata Consultancy Services Limited,3071355
2021-04-30,,,,,,,-14.97459396835552,,BUY,BUY,6.516442289091678,-21.4910362574472,1368.3828720000001,,BUY,BUY,1453.2,1437.35,1412.3,1453.2,1437.35,NSE,1453.8,1480.0,1556.25,1057.5,1407.5,1445.0,HDFCBANK,HDFC Bank Limited,17607850
2021-04-30,,,,,,,-14.490338964965304,,BUY,BUY,12.167832767508177,-26.65817173247348,1885.93296,,BUY,BUY,1978.0,1960.6,1994.5,1978.0,1960.6,NSE,2036.0,2244.9,2156.2,1908.1,1987.55,2008.5,RELIANCE,Reliance Industries Limited,9054509
2021-04-29,,,,,,,-2.4279416628828585,,SELL,SELL,-14.496840992664108,12.06889932978125,3302.892580577467,,SELL,SELL,3122.7,3167.525,3114.45,3122.7,3167.525,NSE,3157.35,3273.8,3009.4,2401.2,3105.5,3123.0,TCS,Tata Consultancy Services Limited,1620669
2021-04-29,,,,,,,-18.206476025141228,,BUY,BUY,11.493653899209296,-29.700129924350524,1879.326,,BUY,BUY,1969.925,1960.6,2020.0,1969.925,1960.6,NSE,2044.5,2213.15,2147.2,1908.1,1993.15,1993.15,RELIANCE,Reliance Industries Limited,8031990
2021-04-29,,,,,,,-13.901733956694216,,BUY,BUY,9.218412873025905,-23.12014682972012,1359.7488,,BUY,BUY,1451.9250000000002,1437.35,1471.65,1451.9250000000002,1437.35,NSE,1503.65,1486.35,1556.25,1057.5,1461.0,1475.0,HDFCBANK,HDFC Bank Limited,12038399
2021-04-28,,,,,,,-18.37307650243997,,BUY,BUY,7.051673545536623,-25.424750047976595,1354.78,,BUY,BUY,1425.025,1425.025,1476.8,1425.025,1425.025,NSE,1479.0,1481.05,1554.25,1057.5,1431.0,1436.25,HDFCBANK,HDFC Bank Limited,12051364
2021-04-28,,,,,,,0.3298603669118165,,SELL,SELL,-15.36324921103546,15.693109577947277,3307.583245487211,,SELL,SELL,3120.525,3167.225,3124.1,3120.525,3167.225,NSE,3151.0,3216.8,2986.6,2401.2,3112.0,3149.95,TCS,Tata Consultancy Services Limited,1638446
2021-04-28,,,,,,,-25.28116040340001,,BUY,BUY,7.292382995752838,-32.57354339915285,1876.7,TRUE,BUY,SELL,1942.35,1942.35,1997.3,1942.35,1942.35,NSE,2008.0,2183.0,2147.2,1908.1,1980.15,1997.85,RELIANCE,Reliance Industries Limited,7895515
2021-04-27,,,,,,,-24.33725442079276,,BUY,BUY,2.850414013567992,-27.187668434360752,1353.0,TRUE,BUY,SELL,1406.525,1403.0,1438.7,1406.525,1403.0,NSE,1442.0,1480.3,1574.375,1057.5,1404.8,1407.25,HDFCBANK,HDFC Bank Limited,10294655
2021-04-27,,,,,,,-31.63203158578267,TRUE,BUY,SELL,2.7646075623083846,-34.396639148091054,1999.1338058818878,,SELL,SELL,1936.95,1936.95,1988.65,1936.95,1936.95,NSE,1997.2,2175.0,2147.2,1908.1,1938.25,1940.0,RELIANCE,Reliance Industries Limited,9225574
2021-04-27,,,,,,,2.86247517051288,,SELL,SELL,-16.671446710193262,19.533921880706142,3312.369638252256,,SELL,SELL,3156.7,3160.025,3132.0,3156.7,3160.025,NSE,3136.1,3200.25,2980.725,2401.2,3103.0,3106.0,TCS,Tata Consultancy Services Limited,1470844
2021-04-26,,,,,,,-27.716445081369784,TRUE,BUY,SELL,0.18382685638296792,-27.900271937752752,1448.3555314794633,,SELL,SELL,1402.8249999999998,1399.0,1404.8,1402.8249999999998,1399.0,NSE,1429.0,1483.05,1574.375,1057.5,1402.75,1413.0,HDFCBANK,HDFC Bank Limited,15082999
2021-04-26,,,,,,,5.2490129719017204,,SELL,SELL,-18.452770586352738,23.70178355825446,3317.2537125023023,,SELL,SELL,3156.7,3205.575,3100.8,3156.7,3205.575,NSE,3153.0,3200.15,2980.725,2401.2,3088.05,3102.05,TCS,Tata Consultancy Services Limited,2488617
2021-04-26,,,,,,,-38.39722307186662,,SELL,SELL,-3.309432033198469,-35.08779103866815,2006.9487296615828,,SELL,SELL,1919.35,1919.35,1937.85,1919.35,1919.35,NSE,1962.0,2214.6,2132.725,1908.1,1911.5,1920.0,RELIANCE,Reliance Industries Limited,9619150
2021-04-23,,,,,,,11.395481031537656,,SELL,SELL,-16.919495173304988,28.314976204842644,3322.2374617370433,,SELL,SELL,3169.025,3213.7,3109.5,3169.025,3213.7,NSE,3119.0,3183.2,2980.725,2401.2,3091.05,3105.0,TCS,Tata Consultancy Services Limited,1614956
2021-04-23,,,,,,,-41.30119877851416,,SELL,SELL,-7.040765748145631,-34.26043303036853,2015.262478363386,,SELL,SELL,1913.3000000000002,1941.525,1904.35,1913.3000000000002,1941.525,NSE,1918.9,2227.4,2116.75,1908.1,1895.35,1906.0,RELIANCE,Reliance Industries Limited,5456818
2021-04-23,,,,,,,-28.174736505140572,,SELL,SELL,-0.22850785329207923,-27.946228651848493,1456.6473168255036,,SELL,SELL,1408.025,1399.0,1414.15,1408.025,1399.0,NSE,1434.6,1499.85,1578.625,1057.5,1400.2,1409.0,HDFCBANK,HDFC Bank Limited,11353288
2021-04-22,,,,,,,-40.99607397094769,,SELL,SELL,-8.495832377615564,-32.50024159333213,2024.1068918759424,,SELL,SELL,1918.85,1949.35,1906.4,1918.85,1949.35,NSE,1914.45,2190.5,2107.425,1908.1,1876.7,1892.25,RELIANCE,Reliance Industries Limited,6686784
2021-04-22,,,,,,,-29.301868664133508,,SELL,SELL,-1.4127669756080365,-27.88910168852547,1465.660126984243,,SELL,SELL,1408.025,1406.95,1422.5,1408.025,1406.95,NSE,1426.8,1500.95,1578.625,1057.5,1371.05,1380.0,HDFCBANK,HDFC Bank Limited,19240133
2021-04-22,,,,,,,18.189038721741326,,SELL,SELL,-14.355811276427566,32.54484999816889,3327.32292013984,,SELL,SELL,3167.225,3213.7,3118.8,3167.225,3213.7,NSE,3148.0,3143.75,2988.0,2401.2,3105.25,3148.0,TCS,Tata Consultancy Services Limited,1988474
2021-04-20,,,,,,,25.64861179219406,,SELL,SELL,-10.485191025081726,36.133802817275786,3332.5121634079997,,SELL,SELL,3160.025,3213.7,3144.55,3160.025,3213.7,NSE,3225.35,3141.25,2988.0,2401.2,3126.35,3225.0,TCS,Tata Consultancy Services Limited,3141448
2021-04-20,,,,,,,-40.219044504258136,,SELL,SELL,-9.842761005329898,-30.376283498928238,2029.69467903744,,SELL,SELL,1925.5,1968.45,1901.15,1925.5,1968.45,NSE,1919.0,2209.65,2107.425,1908.1,1890.45,1910.5,RELIANCE,Reliance Industries Limited,7937897
2021-04-20,,,,,,,-31.164471984678812,,SELL,SELL,-3.6285620400553498,-27.535909944623462,1475.4566597654816,,SELL,SELL,1403.0,1406.95,1391.4,1403.0,1406.95,NSE,1426.4,1520.55,1578.625,1057.5,1383.95,1425.0,HDFCBANK,HDFC Bank Limited,11590505
2021-04-19,,,,,,,-29.921984266761456,,SELL,SELL,-3.293214832151829,-26.628769434609627,1486.10506496248,,SELL,SELL,1399.0,1407.825,1412.4,1399.0,1407.825,NSE,1417.7,1504.0,1578.625,1057.5,1372.3,1390.0,HDFCBANK,HDFC Bank Limited,12028959
2021-04-19,,,,,,,32.17485070332168,,SELL,SELL,-6.5802498702245344,38.755100573546216,3337.8073096,,SELL,SELL,3205.575,3213.7,3161.8,3205.575,3213.7,NSE,3189.0,3129.45,2988.95,2401.2,3135.1,3169.0,TCS,Tata Consultancy Services Limited,2677366
2021-04-19,,,,,,,-38.1077226103489,,SELL,SELL,-10.192129362753136,-27.915593247595766,2035.515290664,,SELL,SELL,1925.7,1968.45,1901.7,1925.7,1968.45,NSE,1916.4,2201.25,2073.475,1908.1,1890.0,1904.0,RELIANCE,Reliance Industries Limited,8525905
2021-04-16,,,,,,,-34.91461397324497,,SELL,SELL,-9.547053066337487,-25.36756090690748,2038.2758068,,SELL,SELL,1953.3,1973.575,1932.1,1953.3,1973.575,NSE,1949.9,2168.9,2073.475,1907.87,1926.45,1936.6,RELIANCE,Reliance Industries Limited,7218496
